timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1774460227919,524,dashboard-0,302,Found,Thread Group 1-1,text,true,,927,210,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,524,0,0
1774460228445,538,dashboard-1,200,OK,Thread Group 1-1,text,true,,3789,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,538,0,0
1774460214875,3580,Login Flow,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-5,,true,,13504,1105,10,10,null,0,10762,516
1774460217996,1404,open login page,200,OK,Thread Group 1-5,text,true,,3900,159,9,9,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,1404,0,516
1774460223756,1159,Login  Request,200,OK,Thread Group 1-5,text,true,,4868,531,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,579,0,0
1774460223756,580,Login  Request-0,302,Found,Thread Group 1-5,text,true,,927,326,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,579,0,0
1774460224337,578,Login  Request-1,200,OK,Thread Group 1-5,text,true,,3941,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,578,0,0
1774460228200,1017,dashboard,200,OK,Thread Group 1-5,text,true,,4736,415,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,484,0,0
1774460228200,484,dashboard-0,302,Found,Thread Group 1-5,text,true,,927,210,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,484,0,0
1774460228685,532,dashboard-1,200,OK,Thread Group 1-5,text,true,,3809,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,532,0,0
1774460212878,3691,Login Flow,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-3,,true,,13474,1105,10,10,null,0,13247,513
1774460216652,1054,open login page,200,OK,Thread Group 1-3,text,true,,3916,159,7,7,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,1054,0,513
1774460222354,1664,Login  Request,200,OK,Thread Group 1-3,text,true,,4841,531,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,1041,0,0
1774460222354,1042,Login  Request-0,302,Found,Thread Group 1-3,text,true,,927,326,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,1041,0,0
1774460223397,621,Login  Request-1,200,OK,Thread Group 1-3,text,true,,3914,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,621,0,0
1774460228843,973,dashboard,200,OK,Thread Group 1-3,text,true,,4717,415,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,470,0,0
1774460228843,470,dashboard-0,302,Found,Thread Group 1-3,text,true,,927,210,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,470,0,0
1774460229314,502,dashboard-1,200,OK,Thread Group 1-3,text,true,,3790,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,502,0,0
1774460217874,4011,Login Flow,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-8,,true,,13501,1105,10,10,null,0,11126,482
