timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1774460221110,1854,open login page,200,OK,Thread Group 1-8,text,true,,3910,159,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,1854,0,482
1774460227489,1078,Login  Request,200,OK,Thread Group 1-8,text,true,,4864,531,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,511,0,0
1774460227489,511,Login  Request-0,302,Found,Thread Group 1-8,text,true,,927,326,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,511,0,0
1774460228001,566,Login  Request-1,200,OK,Thread Group 1-8,text,true,,3937,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,566,0,0
1774460231931,1079,dashboard,200,OK,Thread Group 1-8,text,true,,4727,415,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,562,0,0
1774460231931,562,dashboard-0,302,Found,Thread Group 1-8,text,true,,927,210,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,562,0,0
1774460232494,516,dashboard-1,200,OK,Thread Group 1-8,text,true,,3800,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,516,0,0
1774460215895,3648,Login Flow,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-6,,true,,13484,1107,10,10,null,0,13693,588
1774460220456,1388,open login page,200,OK,Thread Group 1-6,text,true,,3914,159,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,1387,0,588
1774460226201,1237,Login  Request,200,OK,Thread Group 1-6,text,true,,4858,533,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,659,0,0
1774460226201,659,Login  Request-0,302,Found,Thread Group 1-6,text,true,,927,328,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,659,0,0
1774460226861,577,Login  Request-1,200,OK,Thread Group 1-6,text,true,,3931,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,577,0,0
1774460232213,1023,dashboard,200,OK,Thread Group 1-6,text,true,,4712,415,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,463,0,0
1774460232213,464,dashboard-0,302,Found,Thread Group 1-6,text,true,,927,210,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,463,0,0
1774460232678,558,dashboard-1,200,OK,Thread Group 1-6,text,true,,3785,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,557,0,0
1774460228197,1107,Employee Flow,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,4705,420,10,10,null,0,4430,0
1774460232627,1107,employee list,200,OK,Thread Group 1-2,text,true,,4705,420,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,523,0,0
1774460232627,523,employee list-0,302,Found,Thread Group 1-2,text,true,,927,215,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewEmployeeList,523,0,0
1774460233150,584,employee list-1,200,OK,Thread Group 1-2,text,true,,3778,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,583,0,0
1774460228986,1110,Employee Flow,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4722,420,10,10,null,0,3920,0
1774460232905,1110,employee list,200,OK,Thread Group 1-1,text,true,,4722,420,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,518,0,0
1774460232905,518,employee list-0,302,Found,Thread Group 1-1,text,true,,927,215,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewEmployeeList,518,0,0
1774460233423,592,employee list-1,200,OK,Thread Group 1-1,text,true,,3795,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,592,0,0
1774460216872,3458,Login Flow,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-7,,true,,13470,1104,10,10,null,0,13771,453
1774460221637,1327,open login page,200,OK,Thread Group 1-7,text,true,,3887,159,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,1327,0,453
1774460227294,1103,Login  Request,200,OK,Thread Group 1-7,text,true,,4867,530,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,517,0,0
1774460227294,517,Login  Request-0,302,Found,Thread Group 1-7,text,true,,927,325,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,517,0,0
1774460227812,585,Login  Request-1,200,OK,Thread Group 1-7,text,true,,3940,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,585,0,0
1774460233072,1028,dashboard,200,OK,Thread Group 1-7,text,true,,4716,415,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,509,0,0
1774460233072,509,dashboard-0,302,Found,Thread Group 1-7,text,true,,927,210,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,509,0,0
1774460233582,518,dashboard-1,200,OK,Thread Group 1-7,text,true,,3789,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,518,0,0
1774460219872,3294,Login Flow,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-10,,true,,13495,1105,10,10,null,0,11171,489
1774460222954,1147,open login page,200,OK,Thread Group 1-10,text,true,,3908,159,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,1147,0,489
1774460227453,1094,Login  Request,200,OK,Thread Group 1-10,text,true,,4866,531,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,526,0,0
1774460227453,526,Login  Request-0,302,Found,Thread Group 1-10,text,true,,927,326,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,526,0,0
1774460227980,567,Login  Request-1,200,OK,Thread Group 1-10,text,true,,3939,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,567,0,0
1774460233283,1053,dashboard,200,OK,Thread Group 1-10,text,true,,4721,415,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,532,0,0
1774460233283,532,dashboard-0,302,Found,Thread Group 1-10,text,true,,927,210,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,532,0,0
1774460233815,521,dashboard-1,200,OK,Thread Group 1-10,text,true,,3794,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,521,0,0
1774460218873,3375,Login Flow,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-9,,true,,13465,1105,10,10,null,0,12136,458
1774460222205,1178,open login page,200,OK,Thread Group 1-9,text,true,,3892,159,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,1177,0,458
1774460227389,1104,Login  Request,200,OK,Thread Group 1-9,text,true,,4856,531,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,523,0,0
1774460227389,523,Login  Request-0,302,Found,Thread Group 1-9,text,true,,927,326,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,523,0,0
1774460227913,580,Login  Request-1,200,OK,Thread Group 1-9,text,true,,3929,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,580,0,0
1774460233290,1093,dashboard,200,OK,Thread Group 1-9,text,true,,4717,415,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,530,0,0
1774460233290,530,dashboard-0,302,Found,Thread Group 1-9,text,true,,927,210,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,530,0,0
1774460233820,563,dashboard-1,200,OK,Thread Group 1-9,text,true,,3790,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,563,0,0
1774460228782,1062,Employee Flow,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,4726,420,10,10,null,0,4706,0
1774460233488,1062,employee list,200,OK,Thread Group 1-4,text,true,,4726,420,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,527,0,0
1774460233488,527,employee list-0,302,Found,Thread Group 1-4,text,true,,927,215,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewEmployeeList,527,0,0
1774460234016,534,employee list-1,200,OK,Thread Group 1-4,text,true,,3799,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,534,0,0
1774460229819,1080,Employee Flow,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,4716,420,10,10,null,0,3967,0
1774460233785,1080,employee list,200,OK,Thread Group 1-3,text,true,,4716,420,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,551,0,0
1774460233785,551,employee list-0,302,Found,Thread Group 1-3,text,true,,927,215,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewEmployeeList,551,0,0
1774460234337,528,employee list-1,200,OK,Thread Group 1-3,text,true,,3789,205,10,10,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,528,0,0
1774460229219,981,Employee Flow,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,4718,420,10,10,null,0,4676,0
